0.501152	1177.591241
0.551843	1327.372263
0.690092	1454.963504
0.980415	1549.270073
1.266129	1454.963504
1.395161	1205.328467
1.404378	966.788321
1.302995	689.416058
1.081797	572.919708
0.819124	556.277372
0.630184	650.583942
0.547235	800.364964
0.510369	950.145985
0.505760	1066.642336
1.344470	1427.226277
1.395161	1488.248175
1.432028	1665.766423
1.514977	1798.905109
1.717742	1821.094891
1.860599	1704.598540
1.883641	1477.153285
1.750000	1377.299270
1.547235	1382.846715
1.445853	1371.751825
1.385945	1260.802920
0.943548	467.518248
1.054147	395.401460
1.072581	217.883212
0.888249	134.671533
0.648618	190.145985
0.620968	395.401460
0.740783	500.802920
0.662442	1554.817518
0.657834	1815.547445
0.501152	1887.664234
0.233871	1887.664234
0.086406	1732.335766
0.077189	1504.890511
0.072581	1149.854015
0.095622	900.218978
0.233871	988.978102
0.266129	1260.802920
0.349078	1427.226277
0.491935	1460.510949
1.316820	1194.233577
1.376728	1216.423358
1.436636	1172.043796
1.436636	1050.000000
1.399770	955.693431
1.293779	977.883212
1.275346	1038.905109
1.275346	1088.832117
1.275346	1133.211679
1.330645	1133.211679
1.367512	1133.211679
1.385945	1055.547445
1.349078	1044.452555
1.330645	1077.737226
1.441244	1094.379562
1.450461	988.978102
1.339862	977.883212
1.339862	905.766423
1.450461	905.766423
1.505760	1000.072993
1.487327	1105.474453
1.468894	1177.591241
0.726959	1266.350365
0.786866	1310.729927
0.842166	1205.328467
0.823733	1144.306569
0.703917	1127.664234
0.750000	1061.094891
0.855991	1088.832117
0.888249	1172.043796
0.879032	1260.802920
0.800691	1233.065693
0.745392	1188.686131
0.699309	1177.591241
0.699309	1221.970803
0.745392	1405.036496
0.602535	1249.708029
0.579493	922.408759
0.699309	689.416058
0.902074	650.583942
1.141705	694.963504
1.256912	750.437956
1.173963	939.051095
1.183180	1133.211679
1.270737	1282.992701
1.183180	1393.941606
1.077189	1405.036496
0.915899	1432.773723
1.026498	1271.897810
1.072581	1122.116788
1.067972	861.386861
0.920507	739.343066
0.745392	722.700730
0.777650	939.051095
1.008065	988.978102
0.865207	828.102190
0.796083	473.065693
0.726959	284.452555
0.994240	223.430657
1.095622	400.948905
1.164747	556.277372
0.676267	400.948905
0.644009	545.182482
1.487327	1571.459854
1.551843	1704.598540
1.731567	1776.715328
1.865207	1632.481752
1.925115	1438.321168
1.805300	1321.824818
1.620968	1332.919708
1.565668	1499.343066
1.657834	1615.839416
1.703917	1493.795620
1.602535	1466.058394
1.777650	1410.583942
1.750000	1621.386861
1.445853	1510.437956
1.358295	1405.036496
0.588710	1316.277372
0.487327	1471.605839
0.538018	1593.649635
0.441244	1810.000000
0.229263	1837.737226
0.086406	1499.343066
0.178571	1238.613139
0.339862	1227.518248
